Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Alaska,Anchorage,3,7,2019,30.1
North America,US,Alaska,Anchorage,3,8,2019,33.1
North America,US,Alaska,Anchorage,3,9,2019,36.8
North America,US,Alaska,Anchorage,3,10,2019,36.6
North America,US,Alaska,Anchorage,3,11,2019,39.7
North America,US,Alaska,Anchorage,3,12,2019,34.6
North America,US,Alaska,Anchorage,3,13,2019,32.6
North America,US,Alaska,Anchorage,3,14,2019,35.5
North America,US,Alaska,Anchorage,3,15,2019,35.5
North America,US,Alaska,Anchorage,3,16,2019,34.8
North America,US,Alaska,Anchorage,3,17,2019,41
North America,US,Alaska,Anchorage,3,18,2019,39.3
North America,US,Alaska,Anchorage,3,19,2019,38
North America,US,Alaska,Anchorage,3,20,2019,36
North America,US,Alaska,Anchorage,3,21,2019,38.7
North America,US,Alaska,Anchorage,3,22,2019,40.7
North America,US,Alaska,Anchorage,3,23,2019,40.5
North America,US,Alaska,Anchorage,3,24,2019,42.4
North America,US,Alaska,Anchorage,3,25,2019,43
North America,US,Alaska,Anchorage,3,26,2019,38.1
North America,US,Alaska,Anchorage,3,27,2019,40.6
North America,US,Alaska,Anchorage,3,28,2019,41.3
North America,US,Alaska,Anchorage,3,29,2019,41.5
North America,US,Alaska,Anchorage,3,30,2019,38.4
North America,US,Alaska,Anchorage,3,31,2019,39
North America,US,Alaska,Anchorage,4,1,2019,39
North America,US,Alaska,Anchorage,4,2,2019,36.9
North America,US,Alaska,Anchorage,4,3,2019,36.7
North America,US,Alaska,Anchorage,4,4,2019,38
North America,US,Alaska,Anchorage,4,5,2019,34.8
North America,US,Alaska,Anchorage,4,6,2019,37.9
North America,US,Alaska,Anchorage,4,7,2019,38.8
North America,US,Alaska,Anchorage,4,8,2019,44.1
North America,US,Alaska,Anchorage,4,9,2019,47.5
North America,US,Alaska,Anchorage,4,10,2019,40.9
North America,US,Alaska,Anchorage,4,11,2019,42
North America,US,Alaska,Anchorage,4,12,2019,41.8
North America,US,Alaska,Anchorage,4,13,2019,41.7
North America,US,Alaska,Anchorage,4,14,2019,42.1
North America,US,Alaska,Anchorage,4,15,2019,41.8
North America,US,Alaska,Anchorage,4,16,2019,44.2
North America,US,Alaska,Anchorage,4,17,2019,40.6
North America,US,Alaska,Anchorage,4,18,2019,35.6
North America,US,Alaska,Anchorage,4,19,2019,34.2
North America,US,Alaska,Anchorage,4,20,2019,37.1
North America,US,Alaska,Anchorage,4,21,2019,36.5
North America,US,Alaska,Anchorage,4,22,2019,36.2
North America,US,Alaska,Anchorage,4,23,2019,34.5
North America,US,Alaska,Anchorage,4,24,2019,35.1
North America,US,Alaska,Anchorage,4,25,2019,40
North America,US,Alaska,Anchorage,4,26,2019,42.7
North America,US,Alaska,Anchorage,4,27,2019,42.7
North America,US,Alaska,Anchorage,4,28,2019,45.5
North America,US,Alaska,Anchorage,4,29,2019,47.6
North America,US,Alaska,Anchorage,4,30,2019,46.6
North America,US,Alaska,Anchorage,5,1,2019,49
North America,US,Alaska,Anchorage,5,2,2019,49.7
North America,US,Alaska,Anchorage,5,3,2019,45.5
North America,US,Alaska,Anchorage,5,4,2019,45.5
North America,US,Alaska,Anchorage,5,5,2019,44.7
North America,US,Alaska,Anchorage,5,6,2019,45.8
North America,US,Alaska,Anchorage,5,7,2019,50.7
North America,US,Alaska,Anchorage,5,8,2019,47.9
North America,US,Alaska,Anchorage,5,9,2019,47.8
North America,US,Alaska,Anchorage,5,10,2019,48.5
North America,US,Alaska,Anchorage,5,11,2019,48.5
North America,US,Alaska,Anchorage,5,12,2019,45.9
North America,US,Alaska,Anchorage,5,13,2019,47.3
North America,US,Alaska,Anchorage,5,14,2019,47.7
North America,US,Alaska,Anchorage,5,15,2019,53.7
North America,US,Alaska,Anchorage,5,16,2019,51.3
North America,US,Alaska,Anchorage,5,17,2019,48.5
North America,US,Alaska,Anchorage,5,18,2019,49.1
North America,US,Alaska,Anchorage,5,19,2019,54.6
North America,US,Alaska,Anchorage,5,20,2019,51.1
North America,US,Alaska,Anchorage,5,21,2019,51.2
North America,US,Alaska,Anchorage,5,22,2019,52.4
North America,US,Alaska,Anchorage,5,23,2019,52.7
North America,US,Alaska,Anchorage,5,24,2019,53
North America,US,Alaska,Anchorage,5,25,2019,53
North America,US,Alaska,Anchorage,5,26,2019,51.4
North America,US,Alaska,Anchorage,5,27,2019,53.4
North America,US,Alaska,Anchorage,5,28,2019,55.7
North America,US,Alaska,Anchorage,5,29,2019,56.3
North America,US,Alaska,Anchorage,5,30,2019,52.5
North America,US,Alaska,Anchorage,5,31,2019,52.5
North America,US,Alaska,Anchorage,6,1,2019,53.6
North America,US,Alaska,Anchorage,6,2,2019,52.2
North America,US,Alaska,Anchorage,6,3,2019,53.3
North America,US,Alaska,Anchorage,6,4,2019,58.1
North America,US,Alaska,Anchorage,6,5,2019,57.2
North America,US,Alaska,Anchorage,6,6,2019,58.5
North America,US,Alaska,Anchorage,6,7,2019,60.8
North America,US,Alaska,Anchorage,6,8,2019,60.5
North America,US,Alaska,Anchorage,6,9,2019,56.8
North America,US,Alaska,Anchorage,6,10,2019,56.7
North America,US,Alaska,Anchorage,6,11,2019,61.3
North America,US,Alaska,Anchorage,6,12,2019,62
North America,US,Alaska,Anchorage,6,13,2019,59.5
North America,US,Alaska,Anchorage,6,14,2019,60.6
North America,US,Alaska,Anchorage,6,15,2019,59.1
North America,US,Alaska,Anchorage,6,16,2019,57.9
North America,US,Alaska,Anchorage,6,17,2019,59
North America,US,Alaska,Anchorage,6,18,2019,62.5
North America,US,Alaska,Anchorage,6,19,2019,56.9
North America,US,Alaska,Anchorage,6,20,2019,60.2
North America,US,Alaska,Anchorage,6,21,2019,59.8
North America,US,Alaska,Anchorage,6,22,2019,59.1
North America,US,Alaska,Anchorage,6,23,2019,62.8
North America,US,Alaska,Anchorage,6,24,2019,67.2
North America,US,Alaska,Anchorage,6,25,2019,63.4
North America,US,Alaska,Anchorage,6,26,2019,60.7
North America,US,Alaska,Anchorage,6,27,2019,65.7
North America,US,Alaska,Anchorage,6,28,2019,68
North America,US,Alaska,Anchorage,6,29,2019,70.8
North America,US,Alaska,Anchorage,6,30,2019,68.4
North America,US,Alaska,Anchorage,7,1,2019,63.1
North America,US,Alaska,Anchorage,7,2,2019,71.3
North America,US,Alaska,Anchorage,7,3,2019,69.6
North America,US,Alaska,Anchorage,7,4,2019,71.9
North America,US,Alaska,Anchorage,7,5,2019,73.5
North America,US,Alaska,Anchorage,7,6,2019,69.8
North America,US,Alaska,Anchorage,7,7,2019,71.8
North America,US,Alaska,Anchorage,7,8,2019,72.5
North America,US,Alaska,Anchorage,7,9,2019,72.3
North America,US,Alaska,Anchorage,7,10,2019,63.1
North America,US,Alaska,Anchorage,7,11,2019,60
North America,US,Alaska,Anchorage,7,12,2019,61.5
North America,US,Alaska,Anchorage,7,13,2019,63
North America,US,Alaska,Anchorage,7,14,2019,64.7
North America,US,Alaska,Anchorage,7,15,2019,61
North America,US,Alaska,Anchorage,7,16,2019,64.6
North America,US,Alaska,Anchorage,7,17,2019,63.5
North America,US,Alaska,Anchorage,7,18,2019,65.9
North America,US,Alaska,Anchorage,7,19,2019,69
North America,US,Alaska,Anchorage,7,20,2019,67.3
North America,US,Alaska,Anchorage,7,21,2019,64.5
North America,US,Alaska,Anchorage,7,22,2019,67.3
North America,US,Alaska,Anchorage,7,23,2019,66.3
North America,US,Alaska,Anchorage,7,24,2019,62.4
North America,US,Alaska,Anchorage,7,25,2019,60.5
North America,US,Alaska,Anchorage,7,26,2019,61.8
North America,US,Alaska,Anchorage,7,27,2019,58.6
North America,US,Alaska,Anchorage,7,28,2019,61.3
North America,US,Alaska,Anchorage,7,29,2019,59.2
North America,US,Alaska,Anchorage,7,30,2019,62.9
North America,US,Alaska,Anchorage,7,31,2019,63.3
North America,US,Alaska,Anchorage,8,1,2019,60.9
North America,US,Alaska,Anchorage,8,2,2019,62.9
North America,US,Alaska,Anchorage,8,3,2019,64.4
North America,US,Alaska,Anchorage,8,4,2019,65.3
North America,US,Alaska,Anchorage,8,5,2019,64.5
North America,US,Alaska,Anchorage,8,6,2019,66.3
North America,US,Alaska,Anchorage,8,7,2019,68.8
North America,US,Alaska,Anchorage,8,8,2019,68
North America,US,Alaska,Anchorage,8,9,2019,67.7
North America,US,Alaska,Anchorage,8,10,2019,66.3
North America,US,Alaska,Anchorage,8,11,2019,65.8
North America,US,Alaska,Anchorage,8,12,2019,66.3
North America,US,Alaska,Anchorage,8,13,2019,69.5
North America,US,Alaska,Anchorage,8,14,2019,67.3
North America,US,Alaska,Anchorage,8,15,2019,67.6
North America,US,Alaska,Anchorage,8,16,2019,66.7
North America,US,Alaska,Anchorage,8,17,2019,66.4
North America,US,Alaska,Anchorage,8,18,2019,63
North America,US,Alaska,Anchorage,8,19,2019,58.5
North America,US,Alaska,Anchorage,8,20,2019,56.2
North America,US,Alaska,Anchorage,8,21,2019,55.8
North America,US,Alaska,Anchorage,8,22,2019,57.7
North America,US,Alaska,Anchorage,8,23,2019,59.5
North America,US,Alaska,Anchorage,8,24,2019,57.9
North America,US,Alaska,Anchorage,8,25,2019,59.4
North America,US,Alaska,Anchorage,8,26,2019,62.3
North America,US,Alaska,Anchorage,8,27,2019,59.3
North America,US,Alaska,Anchorage,8,28,2019,58.4
North America,US,Alaska,Anchorage,8,29,2019,58.3
North America,US,Alaska,Anchorage,8,30,2019,56.4
North America,US,Alaska,Anchorage,8,31,2019,57.3
North America,US,Alaska,Anchorage,9,1,2019,58.1
North America,US,Alaska,Anchorage,9,2,2019,62.4
North America,US,Alaska,Anchorage,9,3,2019,58.7
North America,US,Alaska,Anchorage,9,4,2019,57.6
North America,US,Alaska,Anchorage,9,5,2019,57.6
North America,US,Alaska,Anchorage,9,6,2019,54.3
North America,US,Alaska,Anchorage,9,7,2019,53.8
North America,US,Alaska,Anchorage,9,8,2019,54.5
North America,US,Alaska,Anchorage,9,9,2019,57.9
North America,US,Alaska,Anchorage,9,10,2019,59
North America,US,Alaska,Anchorage,9,11,2019,56.1
North America,US,Alaska,Anchorage,9,12,2019,57.8
North America,US,Alaska,Anchorage,9,13,2019,55.3
North America,US,Alaska,Anchorage,9,14,2019,56.7
North America,US,Alaska,Anchorage,9,15,2019,53.5
North America,US,Alaska,Anchorage,9,16,2019,53.4
North America,US,Alaska,Anchorage,9,17,2019,54.6
North America,US,Alaska,Anchorage,9,18,2019,54.9
North America,US,Alaska,Anchorage,9,19,2019,55.3
North America,US,Alaska,Anchorage,9,20,2019,52.1
North America,US,Alaska,Anchorage,9,21,2019,50.9
North America,US,Alaska,Anchorage,9,22,2019,45.7
North America,US,Alaska,Anchorage,9,23,2019,47.6
North America,US,Alaska,Anchorage,9,24,2019,51.2
North America,US,Alaska,Anchorage,9,25,2019,46
North America,US,Alaska,Anchorage,9,26,2019,39.5
North America,US,Alaska,Anchorage,9,27,2019,41.1
North America,US,Alaska,Anchorage,9,28,2019,43.7
North America,US,Alaska,Anchorage,9,29,2019,46.2
North America,US,Alaska,Anchorage,9,30,2019,47.3
North America,US,Alaska,Anchorage,10,1,2019,49.7
North America,US,Alaska,Anchorage,10,2,2019,46.9
North America,US,Alaska,Anchorage,10,3,2019,43.3
North America,US,Alaska,Anchorage,10,4,2019,47.2
North America,US,Alaska,Anchorage,10,5,2019,45.3
North America,US,Alaska,Anchorage,10,6,2019,41.8
North America,US,Alaska,Anchorage,10,7,2019,38.9
North America,US,Alaska,Anchorage,10,8,2019,43.3
North America,US,Alaska,Anchorage,10,9,2019,47.4
North America,US,Alaska,Anchorage,10,10,2019,44.8
North America,US,Alaska,Anchorage,10,11,2019,41.7
North America,US,Alaska,Anchorage,10,12,2019,42.1
North America,US,Alaska,Anchorage,10,13,2019,34.5
North America,US,Alaska,Anchorage,10,14,2019,34.8
North America,US,Alaska,Anchorage,10,15,2019,34.5
North America,US,Alaska,Anchorage,10,16,2019,36.5
North America,US,Alaska,Anchorage,10,17,2019,36.6
North America,US,Alaska,Anchorage,10,18,2019,37.5
North America,US,Alaska,Anchorage,10,19,2019,39.8
North America,US,Alaska,Anchorage,10,20,2019,37.7
North America,US,Alaska,Anchorage,10,21,2019,39.9
North America,US,Alaska,Anchorage,10,22,2019,38.3
North America,US,Alaska,Anchorage,10,23,2019,41.4
North America,US,Alaska,Anchorage,10,24,2019,46.4
North America,US,Alaska,Anchorage,10,25,2019,43.3
North America,US,Alaska,Anchorage,10,26,2019,38.7
North America,US,Alaska,Anchorage,10,27,2019,40.1
North America,US,Alaska,Anchorage,10,28,2019,45.1
North America,US,Alaska,Anchorage,10,29,2019,50.3
North America,US,Alaska,Anchorage,10,30,2019,47.9
North America,US,Alaska,Anchorage,10,31,2019,41.9
North America,US,Alaska,Anchorage,11,1,2019,40.3
North America,US,Alaska,Anchorage,11,2,2019,42.6
North America,US,Alaska,Anchorage,11,3,2019,40
North America,US,Alaska,Anchorage,11,4,2019,37.4
North America,US,Alaska,Anchorage,11,5,2019,36.8
North America,US,Alaska,Anchorage,11,6,2019,36
North America,US,Alaska,Anchorage,11,7,2019,39.5
North America,US,Alaska,Anchorage,11,8,2019,41.8
North America,US,Alaska,Anchorage,11,9,2019,38.1
North America,US,Alaska,Anchorage,11,10,2019,36.4
North America,US,Alaska,Anchorage,11,11,2019,33.9
North America,US,Alaska,Anchorage,11,12,2019,34.3
North America,US,Alaska,Anchorage,11,13,2019,35.1
North America,US,Alaska,Anchorage,11,14,2019,35.6
North America,US,Alaska,Anchorage,11,15,2019,35.1
North America,US,Alaska,Anchorage,11,16,2019,36
North America,US,Alaska,Anchorage,11,17,2019,34.6
North America,US,Alaska,Anchorage,11,18,2019,36.2
North America,US,Alaska,Anchorage,11,19,2019,32
North America,US,Alaska,Anchorage,11,20,2019,40
North America,US,Alaska,Anchorage,11,21,2019,44
North America,US,Alaska,Anchorage,11,22,2019,40
North America,US,Alaska,Anchorage,11,23,2019,40.1
North America,US,Alaska,Anchorage,11,24,2019,35.7
North America,US,Alaska,Anchorage,11,25,2019,25.8
North America,US,Alaska,Anchorage,11,26,2019,19.3
North America,US,Alaska,Anchorage,11,27,2019,22.8
North America,US,Alaska,Anchorage,11,28,2019,38.9
North America,US,Alaska,Anchorage,11,29,2019,35.8
North America,US,Alaska,Anchorage,11,30,2019,40.1
North America,US,Alaska,Anchorage,12,1,2019,33.3
North America,US,Alaska,Anchorage,12,2,2019,31.3
North America,US,Alaska,Anchorage,12,3,2019,26.5
North America,US,Alaska,Anchorage,12,4,2019,22.1
North America,US,Alaska,Anchorage,12,5,2019,13.7
North America,US,Alaska,Anchorage,12,6,2019,15.7
North America,US,Alaska,Anchorage,12,7,2019,26.3
North America,US,Alaska,Anchorage,12,8,2019,37.4
North America,US,Alaska,Anchorage,12,9,2019,39.3
North America,US,Alaska,Anchorage,12,10,2019,39.1
North America,US,Alaska,Anchorage,12,11,2019,29.7
North America,US,Alaska,Anchorage,12,12,2019,33.1
North America,US,Alaska,Anchorage,12,13,2019,32.6
North America,US,Alaska,Anchorage,12,14,2019,33.1
North America,US,Alaska,Anchorage,12,15,2019,30.5
North America,US,Alaska,Anchorage,12,16,2019,31.3
North America,US,Alaska,Anchorage,12,17,2019,27.5
North America,US,Alaska,Anchorage,12,18,2019,26.7
North America,US,Alaska,Anchorage,12,19,2019,20
North America,US,Alaska,Anchorage,12,20,2019,14.8
North America,US,Alaska,Anchorage,12,21,2019,11.7
North America,US,Alaska,Anchorage,12,22,2019,8.7
North America,US,Alaska,Anchorage,12,23,2019,15.8
North America,US,Alaska,Anchorage,12,24,2019,16.7
North America,US,Alaska,Anchorage,12,25,2019,23.8
North America,US,Alaska,Anchorage,12,26,2019,22.5
North America,US,Alaska,Anchorage,12,27,2019,9.3
North America,US,Alaska,Anchorage,12,28,2019,12.4
North America,US,Alaska,Anchorage,12,29,2019,15.1
North America,US,Alaska,Anchorage,12,30,2019,30.2
North America,US,Alaska,Anchorage,12,31,2019,41
North America,US,Alaska,Anchorage,1,1,2020,23.5
North America,US,Alaska,Anchorage,1,2,2020,11.5
North America,US,Alaska,Anchorage,1,3,2020,6.1
North America,US,Alaska,Anchorage,1,4,2020,0.4
North America,US,Alaska,Anchorage,1,5,2020,-3.3
North America,US,Alaska,Anchorage,1,6,2020,-2.5
North America,US,Alaska,Anchorage,1,7,2020,-4.9
North America,US,Alaska,Anchorage,1,8,2020,-4.2
North America,US,Alaska,Anchorage,1,9,2020,-5.2
North America,US,Alaska,Anchorage,1,10,2020,-3.5
North America,US,Alaska,Anchorage,1,11,2020,-3.5
North America,US,Alaska,Anchorage,1,12,2020,3.6
North America,US,Alaska,Anchorage,1,13,2020,14.5
North America,US,Alaska,Anchorage,1,14,2020,8.3
North America,US,Alaska,Anchorage,1,15,2020,7.8
North America,US,Alaska,Anchorage,1,16,2020,6.3
North America,US,Alaska,Anchorage,1,17,2020,5.2
North America,US,Alaska,Anchorage,1,18,2020,9.4
North America,US,Alaska,Anchorage,1,19,2020,3.8
North America,US,Alaska,Anchorage,1,20,2020,14.6
North America,US,Alaska,Anchorage,1,21,2020,18.3
North America,US,Alaska,Anchorage,1,22,2020,19.7
North America,US,Alaska,Anchorage,1,23,2020,11.9
North America,US,Alaska,Anchorage,1,24,2020,9.5
North America,US,Alaska,Anchorage,1,25,2020,9
North America,US,Alaska,Anchorage,1,26,2020,1.7
North America,US,Alaska,Anchorage,1,27,2020,3
North America,US,Alaska,Anchorage,1,28,2020,6.3
North America,US,Alaska,Anchorage,1,29,2020,19.1
North America,US,Alaska,Anchorage,1,30,2020,24.6
North America,US,Alaska,Anchorage,1,31,2020,13.1
North America,US,Alaska,Anchorage,2,1,2020,11.7
North America,US,Alaska,Anchorage,2,2,2020,3.5
North America,US,Alaska,Anchorage,2,3,2020,14.5
North America,US,Alaska,Anchorage,2,4,2020,25.7
North America,US,Alaska,Anchorage,2,5,2020,28.5
North America,US,Alaska,Anchorage,2,6,2020,33.2
North America,US,Alaska,Anchorage,2,7,2020,28.9
North America,US,Alaska,Anchorage,2,8,2020,31.9
North America,US,Alaska,Anchorage,2,9,2020,37.3
North America,US,Alaska,Anchorage,2,10,2020,30.2
North America,US,Alaska,Anchorage,2,11,2020,17.6
North America,US,Alaska,Anchorage,2,12,2020,16.1
North America,US,Alaska,Anchorage,2,13,2020,22.3
North America,US,Alaska,Anchorage,2,14,2020,10
North America,US,Alaska,Anchorage,2,15,2020,11.7
North America,US,Alaska,Anchorage,2,16,2020,7.7
North America,US,Alaska,Anchorage,2,17,2020,15.2
North America,US,Alaska,Anchorage,2,18,2020,30
North America,US,Alaska,Anchorage,2,19,2020,30.2
North America,US,Alaska,Anchorage,2,20,2020,27.5
North America,US,Alaska,Anchorage,2,21,2020,27.1
North America,US,Alaska,Anchorage,2,22,2020,19.2
North America,US,Alaska,Anchorage,2,23,2020,16.1
North America,US,Alaska,Anchorage,2,24,2020,7.9
North America,US,Alaska,Anchorage,2,25,2020,13.7
North America,US,Alaska,Anchorage,2,26,2020,21.7
North America,US,Alaska,Anchorage,2,27,2020,16.6
North America,US,Alaska,Anchorage,2,28,2020,13.8
North America,US,Alaska,Anchorage,2,29,2020,9.8
North America,US,Alaska,Anchorage,3,1,2020,16.6
North America,US,Alaska,Anchorage,3,2,2020,26
North America,US,Alaska,Anchorage,3,3,2020,14
North America,US,Alaska,Anchorage,3,4,2020,7.3
North America,US,Alaska,Anchorage,3,5,2020,12.3
North America,US,Alaska,Anchorage,3,6,2020,10.3
North America,US,Alaska,Anchorage,3,7,2020,16.9
North America,US,Alaska,Anchorage,3,8,2020,20.2
North America,US,Alaska,Anchorage,3,9,2020,24.3
North America,US,Alaska,Anchorage,3,10,2020,25.3
North America,US,Alaska,Anchorage,3,11,2020,12.6
North America,US,Alaska,Anchorage,3,12,2020,8.3
North America,US,Alaska,Anchorage,3,13,2020,13
North America,US,Alaska,Anchorage,3,14,2020,15.3
North America,US,Alaska,Anchorage,3,15,2020,16.2
North America,US,Alaska,Anchorage,3,16,2020,22.8
North America,US,Alaska,Anchorage,3,17,2020,23.6
North America,US,Alaska,Anchorage,3,18,2020,26.6
North America,US,Alaska,Anchorage,3,19,2020,28
North America,US,Alaska,Anchorage,3,20,2020,34.3
North America,US,Alaska,Anchorage,3,21,2020,32.8
North America,US,Alaska,Anchorage,3,22,2020,30.7
North America,US,Alaska,Anchorage,3,23,2020,26.5
North America,US,Alaska,Anchorage,3,24,2020,32.7
North America,US,Alaska,Anchorage,3,25,2020,35.6
North America,US,Alaska,Anchorage,3,26,2020,33.3
North America,US,Alaska,Anchorage,3,27,2020,29.2
North America,US,Alaska,Anchorage,3,28,2020,23.6
North America,US,Alaska,Anchorage,3,29,2020,22
North America,US,Alaska,Anchorage,3,30,2020,23.2
North America,US,Alaska,Anchorage,3,31,2020,22.9
North America,US,Alaska,Anchorage,4,1,2020,26.2
North America,US,Alaska,Anchorage,4,2,2020,28.9
North America,US,Alaska,Anchorage,4,3,2020,31.3
North America,US,Alaska,Anchorage,4,4,2020,32.7
North America,US,Alaska,Anchorage,4,5,2020,37.6
North America,US,Alaska,Anchorage,4,6,2020,29.2
North America,US,Alaska,Anchorage,4,7,2020,24.7
North America,US,Alaska,Anchorage,4,8,2020,26.4
North America,US,Alaska,Anchorage,4,9,2020,28.6
North America,US,Alaska,Anchorage,4,10,2020,25.5
North America,US,Alaska,Anchorage,4,11,2020,29.6
North America,US,Alaska,Anchorage,4,12,2020,35.5
North America,US,Alaska,Anchorage,4,13,2020,35.7
North America,US,Alaska,Anchorage,4,14,2020,36.5
North America,US,Alaska,Anchorage,4,15,2020,41.5
North America,US,Alaska,Anchorage,4,16,2020,40.7
North America,US,Alaska,Anchorage,4,17,2020,38.1
North America,US,Alaska,Anchorage,4,18,2020,40.1
North America,US,Alaska,Anchorage,4,19,2020,42.1
North America,US,Alaska,Anchorage,4,20,2020,42.3
North America,US,Alaska,Anchorage,4,21,2020,41.6
North America,US,Alaska,Anchorage,4,22,2020,40.3
North America,US,Alaska,Anchorage,4,23,2020,41.5
North America,US,Alaska,Anchorage,4,24,2020,42.8
North America,US,Alaska,Anchorage,4,25,2020,43.5
North America,US,Alaska,Anchorage,4,26,2020,41.8
North America,US,Alaska,Anchorage,4,27,2020,41.5
North America,US,Alaska,Anchorage,4,28,2020,41.2
North America,US,Alaska,Anchorage,4,29,2020,42.8
North America,US,Alaska,Anchorage,4,30,2020,42.7
North America,US,Alaska,Anchorage,5,1,2020,45.1
North America,US,Alaska,Anchorage,5,2,2020,43.5
North America,US,Alaska,Anchorage,5,3,2020,48.2
North America,US,Alaska,Anchorage,5,4,2020,47.8
North America,US,Alaska,Anchorage,5,5,2020,44.7
North America,US,Alaska,Anchorage,5,6,2020,51.4
North America,US,Alaska,Anchorage,5,7,2020,54.3
North America,US,Alaska,Anchorage,5,8,2020,45.7
North America,US,Alaska,Anchorage,5,9,2020,50.1
North America,US,Alaska,Anchorage,5,10,2020,56
North America,US,Alaska,Anchorage,5,11,2020,47.7
North America,US,Alaska,Anchorage,5,12,2020,46.1
North America,US,Alaska,Anchorage,5,13,2020,53
